# id,name,interests (semicolon-separated)
751,Yash_751,Compilers;Football;Go;Web Development
752,Divya_752,Backend;Biology;Cricket;Hiking;Networking;Operating Systems
753,Aditya_753,Blockchain;Computer Vision;Football;Mathematics;Writing
754,Vikas_754,Deep Learning;Finance;Go;Mathematics;Operating Systems;Rust
755,Divya_755,C++;Cloud;Compilers;Go;Mathematics
756,Ishaan_756,Basketball;Biology;Blockchain;Finance;Gaming;Hiking
757,Nikhil_757,Basketball;Chemistry;Frontend;Rust;Swimming;Writing
758,Ishaan_758,Computer Vision;Football;Mathematics;Swimming
759,Kavya_759,Algorithms;DevOps;Python;Rust;Swimming;Web Development
760,Vishal_760,C++;Databases;Java;Mathematics;Reading
761,Vikas_761,Computer Vision;Economics;Football;Mathematics;Writing
762,Megha_762,Blockchain;Cricket;Go;Mathematics;Operating Systems;Physics;Python
763,Sneha_763,Basketball;Compilers;Finance;Go;Web Development
764,Priya_764,Finance;Graph Theory;Investing;Writing
765,Karan_765,Backend;DevOps;Frontend;Web Development
766,Ishaan_766,Competitive Programming;Databases;Football;Python;Web Development
767,Nikhil_767,Cricket;DevOps;Investing;JavaScript;Painting
768,Ravi_768,Backend;DevOps;Frontend;JavaScript;Python
769,Neha_769,C++;Economics;Hiking;JavaScript;Music;Python
770,Nikhil_770,C++;Chemistry;Java;Rust;Swimming;Writing
771,Harsh_771,Algorithms;Compilers;Cricket;Deep Learning;Go;Java;JavaScript;Photography
772,Suhani_772,Biology;C++;Compilers;Mathematics;Physics;Writing
773,Tanya_773,C++;Data Structures;DevOps;Economics;Networking;Operating Systems
774,Harsh_774,Biology;Computer Vision;Deep Learning;Java;JavaScript;Operating Systems;Python
775,Arjun_775,Algorithms;Competitive Programming;Databases;Mathematics;Networking
776,Amit_776,Biology;Chemistry;Cricket;Deep Learning;NLP;Physics
777,Amit_777,Chemistry;DevOps;Football;Hiking;Investing
778,Megha_778,Backend;Blockchain;Economics;Web Development
779,Atishay_779,Backend;Competitive Programming;Football;Hiking;Java;Painting;Physics;Reading
780,Simran_780,Cricket;Finance;Java;Python
781,Tanya_781,C++;Frontend;Mathematics;Physics;Python;Writing
782,Sarthak_782,Algorithms;Competitive Programming;Compilers;Gaming;Rust;Web Development
783,Ravi_783,Basketball;Biology;Chemistry;Deep Learning;NLP;Physics
784,Ishaan_784,Cricket;Databases;Hiking;Reading;Swimming
785,Ishaan_785,Biology;Football;Gaming;Hiking;Investing;Operating Systems
786,Kavya_786,Cloud;DevOps;NLP;Painting;Python;Reading
787,Rohan_787,Frontend;Go;Mathematics;Operating Systems;Physics
788,Nikhil_788,C++;Finance;Hiking;Machine Learning;Web Development
789,Yash_789,C++;Data Structures;JavaScript;Machine Learning;Music;Physics
790,Nikhil_790,C++;Cloud;Compilers;Reading;Swimming
791,Rohan_791,Basketball;Competitive Programming;Compilers;Data Structures;Finance;Writing
792,Neha_792,C++;Cricket;DevOps;Football;Hiking;Machine Learning
793,Arjun_793,C++;Competitive Programming;Deep Learning;JavaScript;Music;Photography
794,Isha_794,Blockchain;Cloud;Gaming;Java;Reading
795,Megha_795,Algorithms;Finance;Investing;Machine Learning;Networking
796,Ananya_796,Compilers;Gaming;JavaScript;Machine Learning;Photography
797,Simran_797,Cricket;Databases;Finance;Java;Python
798,Neha_798,Chemistry;Cloud;Economics;Go;Writing
799,Neha_799,Algorithms;Hiking;JavaScript;Operating Systems
800,Arjun_800,Basketball;Economics;JavaScript;Mathematics;Networking;Photography;Writing
801,Sneha_801,Blockchain;Data Structures;Finance;Frontend;JavaScript;NLP;Web Development
802,Kunal_802,Computer Vision;Deep Learning;Frontend;Photography;Python;Reading
803,Kunal_803,Basketball;Blockchain;Finance;Networking;Reading;Swimming
804,Yash_804,Databases;Finance;Graph Theory;Writing
805,Vikas_805,Gaming;Graph Theory;JavaScript;Python;Reading;Swimming
806,Priya_806,Biology;Cloud;Football;Gaming;Investing;Machine Learning;Operating Systems
807,Sarthak_807,Backend;Blockchain;Data Structures;Java
808,Kunal_808,Algorithms;Computer Vision;Economics;Football;Mathematics;Writing
809,Isha_809,Algorithms;C++;Competitive Programming;Databases;Mathematics;Networking
810,Ravi_810,Competitive Programming;Deep Learning;Football;Rust
811,Ishaan_811,Economics;Finance;Machine Learning;Music;Web Development
812,Simran_812,Biology;Blockchain;Cloud;Economics;Frontend;JavaScript;Web Development
813,Arjun_813,Backend;Basketball;C++;Investing;NLP;Rust
814,Vinayak_814,Chemistry;Football;Java;Networking;Operating Systems;Physics;Python
815,Megha_815,Backend;C++;Economics;Mathematics;NLP;Rust;Web Development
816,Isha_816,Deep Learning;Graph Theory;Java;Reading
817,Sarthak_817,Algorithms;Chemistry;Compilers;Cybersecurity;Graph Theory;Mathematics;Music;Networking
818,Harsh_818,C++;Competitive Programming;Cricket;Go;Hiking;Machine Learning
819,Pooja_819,Backend;Chemistry;Computer Vision;DevOps;Gaming;Investing;Mathematics;Swimming
820,Suhani_820,Competitive Programming;Computer Vision;Finance;Rust
821,Atishay_821,Chemistry;Computer Vision;Gaming;Python;Swimming
822,Yash_822,Compilers;Finance;Football;Go;NLP;Painting;Physics
823,Kunal_823,C++;Cricket;Go;Hiking;Machine Learning
824,Harsh_824,Basketball;Cybersecurity;Music;Networking;Python;Swimming
825,Aditya_825,Blockchain;Deep Learning;DevOps;Finance;Go;Rust
826,Mansi_826,C++;Java;JavaScript;Music
827,Vikas_827,Cricket;Databases;Economics;Gaming;JavaScript;Mathematics;Networking;Photography
828,Arjun_828,Cloud;Competitive Programming;Cybersecurity;Music;NLP
829,Pooja_829,Blockchain;Competitive Programming;Computer Vision;Go;Java;Physics
830,Rahul_830,Computer Vision;Finance;Gaming;Operating Systems;Painting;Web Development
831,Sneha_831,Biology;Compilers;Computer Vision;Go;Machine Learning;Mathematics
832,Tanya_832,Blockchain;Gaming;Graph Theory;Python;Reading;Writing
833,Aditya_833,Cloud;Data Structures;Gaming;Mathematics;Writing
834,Simran_834,Basketball;Cybersecurity;Databases;Finance;Mathematics;Networking;Swimming
835,Vinayak_835,Backend;Blockchain;Cybersecurity;Economics;Frontend;Machine Learning
836,Ishaan_836,Deep Learning;DevOps;Finance;Football;Graph Theory;Writing
837,Vikas_837,Graph Theory;Hiking;Painting;Writing
838,Neha_838,Gaming;Hiking;JavaScript;Networking;Python;Rust
839,Kavya_839,Algorithms;Basketball;Competitive Programming;Databases;Hiking;Mathematics;Networking;Writing
840,Sneha_840,C++;Computer Vision;Football;Mathematics;NLP;Writing
841,Rohan_841,Cricket;Databases;Hiking;Investing;Mathematics;Reading
842,Kavya_842,C++;Compilers;Gaming;Hiking;Java;Rust;Swimming
843,Kunal_843,Backend;Biology;Cricket;Databases;Hiking;Operating Systems
844,Harsh_844,C++;Data Structures;DevOps;Economics;Gaming;Networking
845,Harsh_845,Algorithms;Finance;Investing;Machine Learning;Networking;Writing
846,Aditya_846,Backend;Gaming;Machine Learning;NLP;Photography;Python
847,Rahul_847,Competitive Programming;Computer Vision;Data Structures;Go;Java
848,Aditya_848,Chemistry;Cricket;Deep Learning;Investing;Java;Photography;Swimming
849,Sarthak_849,Algorithms;Competitive Programming;Gaming;Photography;Web Development
850,Arjun_850,Cloud;Compilers;Go;Java;Web Development
851,Nikhil_851,Cybersecurity;Java;NLP;Painting
852,Simran_852,Blockchain;Databases;Finance;Gaming;Java
853,Isha_853,Gaming;Java;Networking;Reading
854,Megha_854,Frontend;Gaming;Graph Theory;NLP;Python;Reading
855,Ananya_855,Deep Learning;Economics;Graph Theory;Hiking;Java
856,Vikas_856,C++;Cloud;Computer Vision;DevOps;Economics;Finance;Go;Hiking
857,Sneha_857,Blockchain;Chemistry;Competitive Programming;Deep Learning;Painting
858,Sarthak_858,DevOps;Finance;Football;Graph Theory;Swimming
859,Mansi_859,Cloud;Computer Vision;Java;Photography;Physics;Web Development
860,Harsh_860,Cricket;Cybersecurity;Economics;Investing;Mathematics;Reading
861,Suhani_861,C++;Compilers;Cricket;Frontend;Hiking;Machine Learning;Swimming
862,Arjun_862,Basketball;Cricket;Deep Learning;Finance;Rust;Web Development
863,Neha_863,Algorithms;Go;Java;JavaScript;Photography
864,Rohan_864,DevOps;Finance;Football;Graph Theory;JavaScript
865,Mansi_865,Basketball;Biology;Blockchain;Chemistry;Finance;Hiking;Operating Systems
866,Atishay_866,Chemistry;Cloud;DevOps;Painting;Reading;Rust
867,Divya_867,Competitive Programming;Graph Theory;Hiking;NLP;Photography;Physics
868,Arjun_868,Computer Vision;Deep Learning;Finance;Go;Rust
869,Neha_869,Chemistry;Computer Vision;DevOps;Finance;Gaming;Mathematics
870,Simran_870,Backend;Cybersecurity;Economics;Frontend;Machine Learning
871,Priya_871,Chemistry;Cloud;Computer Vision;Cricket;Finance
872,Yash_872,Backend;Biology;Cricket;Economics;Hiking;Machine Learning;Operating Systems
873,Neha_873,Biology;Blockchain;Chemistry;Machine Learning;Operating Systems;Swimming;Web Development
874,Vikas_874,Competitive Programming;Cybersecurity;Finance;Java;NLP
875,Vishal_875,Computer Vision;Finance;Go;Hiking;Machine Learning;Rust
876,Karan_876,Competitive Programming;Cricket;Databases;Hiking;Machine Learning;Networking;Reading
877,Rohan_877,Blockchain;Competitive Programming;Data Structures;Deep Learning
878,Mansi_878,Backend;Cloud;Databases;DevOps;Frontend;JavaScript
879,Karan_879,C++;Cricket;Finance;Football;Hiking;Java;Machine Learning
880,Amit_880,Basketball;Cricket;Databases;Finance;NLP;Rust;Web Development
881,Simran_881,Biology;Competitive Programming;Computer Vision;Go;Java;Reading;Swimming
882,Sarthak_882,Chemistry;Competitive Programming;Deep Learning;NLP
883,Mansi_883,Go;Investing;Music;Painting;Python
884,Priya_884,Backend;Compilers;Finance;Go;Mathematics;NLP;Physics;Python
885,Rahul_885,Cloud;Cricket;Cybersecurity;JavaScript;Physics;Python
886,Simran_886,Cybersecurity;Economics;Football;Gaming;Investing;Mathematics
887,Ravi_887,Backend;Cybersecurity;Economics;Frontend;Hiking;Investing;Machine Learning
888,Sneha_888,Computer Vision;Football;Java;Photography;Physics
889,Priya_889,Basketball;Cricket;Economics;Finance;Go;Operating Systems;Rust;Web Development
890,Aditya_890,Deep Learning;Finance;Go;Networking;Painting;Python;Rust
891,Rahul_891,Blockchain;Cricket;Cybersecurity;Football;Gaming;Networking;Operating Systems
892,Amit_892,Backend;Chemistry;Compilers;Gaming;Mathematics;NLP;Photography;Python
893,Ananya_893,Cricket;Cybersecurity;Football;Gaming;Graph Theory;Machine Learning
894,Isha_894,Competitive Programming;Computer Vision;Data Structures;Deep Learning;Go;Java
895,Ravi_895,Competitive Programming;Cricket;Deep Learning;Frontend;Python;Writing
896,Aditya_896,Backend;C++;Graph Theory;NLP;Photography;Physics;Rust
897,Ananya_897,Backend;Gaming;Hiking;Music;Networking;Python;Rust
898,Amit_898,Algorithms;Competitive Programming;Football;Hiking;Mathematics;Python;Web Development
899,Megha_899,Compilers;Go;Painting;Python;Rust;Web Development
900,Divya_900,C++;Hiking;Mathematics;Physics
901,Neha_901,Backend;Biology;C++;Computer Vision;Cricket;Hiking;Operating Systems;Reading
902,Arjun_902,Blockchain;Competitive Programming;Cricket;Frontend;Operating Systems;Python;Writing
903,Kavya_903,Basketball;Deep Learning;Graph Theory;Photography;Python;Web Development
904,Rahul_904,Computer Vision;Hiking;Java;Photography;Web Development
905,Ananya_905,Computer Vision;Cricket;Finance;Java;Python
906,Vinayak_906,Backend;Basketball;Blockchain;Compilers;Finance;NLP;Networking;Swimming
907,Sarthak_907,Algorithms;Economics;Go;JavaScript;Mathematics;Physics
908,Priya_908,Algorithms;DevOps;Painting;Rust;Web Development
909,Sneha_909,Chemistry;Deep Learning;Investing;Java;Photography;Physics;Swimming
910,Yash_910,Chemistry;Compilers;Graph Theory;Mathematics;Networking;Swimming
911,Vishal_911,Compilers;Go;Painting;Web Development
912,Kavya_912,Compilers;Finance;Go;NLP;Operating Systems;Physics
913,Pooja_913,Blockchain;Frontend;Mathematics;Networking;Photography;Reading;Swimming
914,Rohan_914,Blockchain;Cybersecurity;Frontend;Networking;Photography;Reading
915,Divya_915,Basketball;C++;Computer Vision;Football;Mathematics;NLP
916,Kavya_916,Basketball;Competitive Programming;Computer Vision;Football;Swimming
917,Ishaan_917,Cybersecurity;Deep Learning;Football;Networking;Rust;Swimming
918,Neha_918,C++;Computer Vision;Java;Painting;Photography;Physics
919,Mansi_919,Algorithms;Cloud;Hiking;Investing;JavaScript;Physics
920,Sneha_920,Basketball;C++;Cybersecurity;Graph Theory;Web Development
921,Sarthak_921,Compilers;Computer Vision;Go;Machine Learning;Mathematics;Web Development
922,Kavya_922,Computer Vision;Databases;Investing;Painting;Physics;Rust;Swimming
923,Pooja_923,Compilers;Deep Learning;Gaming;Machine Learning;Photography;Physics
924,Sarthak_924,Chemistry;DevOps;Frontend;Hiking;Investing;NLP
925,Rahul_925,Biology;Football;Gaming;Go;Investing;Operating Systems
926,Isha_926,Algorithms;Biology;Compilers;Deep Learning;Frontend;Gaming;Python;Writing
927,Amit_927,Computer Vision;Finance;Frontend;Physics;Rust
928,Ravi_928,Basketball;Biology;Chemistry;Deep Learning;Finance;NLP;Physics;Python
929,Ravi_929,Algorithms;Cloud;Graph Theory;JavaScript;Physics;Python;Swimming
930,Harsh_930,C++;Compilers;Frontend;Java;Web Development
931,Neha_931,C++;Economics;Go;JavaScript;Mathematics;Physics;Writing
932,Divya_932,Gaming;Java;NLP;Reading
933,Nikhil_933,Economics;Go;JavaScript;Mathematics;Painting;Photography;Physics
934,Shreya_934,Backend;Basketball;Cybersecurity;Data Structures;Networking;Swimming
935,Sneha_935,Basketball;Biology;C++;Chemistry;Frontend
936,Vikas_936,Algorithms;Competitive Programming;Compilers;Cricket;Football
937,Mansi_937,Cloud;Compilers;Frontend;Java
938,Suhani_938,C++;Data Structures;Databases;Machine Learning;Mathematics;Web Development
939,Divya_939,Chemistry;Data Structures;Gaming;Graph Theory;Investing;JavaScript;Networking
940,Rohan_940,Biology;Compilers;Deep Learning;Java;JavaScript;Mathematics;Operating Systems;Python
941,Sarthak_941,Databases;DevOps;Finance;Football;Graph Theory;NLP;Physics
942,Kavya_942,Algorithms;Cybersecurity;Deep Learning;Football;Graph Theory;Web Development
943,Sneha_943,Chemistry;Competitive Programming;Graph Theory;Photography;Physics;Web Development
944,Atishay_944,Algorithms;Basketball;Computer Vision;Data Structures;Frontend;NLP;Networking;Swimming
945,Yash_945,Computer Vision;Databases;Economics;Investing;Painting;Reading
946,Rohan_946,Basketball;Competitive Programming;Computer Vision;Data Structures;Football;Music;Swimming
947,Vinayak_947,Algorithms;Finance;Investing;Machine Learning
948,Atishay_948,Cloud;DevOps;Java;Painting;Reading;Swimming
949,Ravi_949,Algorithms;Blockchain;Cloud;Data Structures;Gaming;Reading;Writing
950,Amit_950,Economics;Go;Investing;Mathematics;Operating Systems;Physics
951,Divya_951,Go;Graph Theory;Painting;Physics;Python;Rust
952,Priya_952,Cloud;Computer Vision;Cricket;Data Structures;Finance;Rust
953,Ravi_953,Algorithms;Machine Learning;Mathematics;NLP;Painting;Photography;Web Development
954,Vinayak_954,Chemistry;Deep Learning;Finance;NLP
955,Nidhi_955,Backend;Biology;Cricket;Cybersecurity;Hiking;Operating Systems
956,Harsh_956,Gaming;Go;JavaScript;Networking;Operating Systems
957,Megha_957,Cloud;Computer Vision;Cricket;Finance;Photography
958,Aditya_958,Basketball;Biology;Blockchain;Deep Learning;Finance;Hiking
959,Sarthak_959,Backend;Compilers;Economics;Go;JavaScript;Operating Systems
960,Simran_960,Chemistry;Cricket;Operating Systems;Python;Swimming;Web Development
961,Isha_961,Cricket;Databases;Finance;Hiking;Reading;Rust
962,Vikas_962,Computer Vision;Finance;Reading;Rust
963,Divya_963,DevOps;Finance;Machine Learning;Music;Web Development
964,Tanya_964,Algorithms;DevOps;Finance;Football;Graph Theory;JavaScript
965,Suhani_965,Cricket;Music;Photography;Rust;Web Development
966,Suhani_966,Cloud;Data Structures;Gaming;Go;Writing
967,Suhani_967,Computer Vision;Gaming;Graph Theory;Python;Reading
968,Megha_968,Go;Painting;Python;Rust;Swimming
969,Simran_969,Compilers;Go;Painting;Web Development
970,Rohan_970,Blockchain;Chemistry;Computer Vision;Deep Learning;NLP;Rust
971,Karan_971,Basketball;Competitive Programming;Football;Python;Web Development
972,Ravi_972,Algorithms;Computer Vision;Finance;Rust
973,Tanya_973,C++;Chemistry;Data Structures;Gaming;Graph Theory;Python;Reading
974,Vinayak_974,Competitive Programming;Java;Machine Learning;Music;Networking;Photography;Web Development
975,Sneha_975,Gaming;Graph Theory;Hiking;Operating Systems;Painting;Writing
976,Neha_976,Biology;Competitive Programming;Cricket;Frontend;Music;Painting;Python;Writing
977,Amit_977,Cloud;Competitive Programming;Cybersecurity;Gaming;NLP
978,Kunal_978,Basketball;Finance;Machine Learning;Music;Web Development
979,Amit_979,Backend;Chemistry;Cloud;Competitive Programming;Economics;Frontend;Hiking;NLP
980,Divya_980,Compilers;Databases;Java;Machine Learning;Painting;Web Development
981,Kunal_981,Algorithms;Competitive Programming;Databases;JavaScript;Machine Learning;Mathematics;Networking
982,Shreya_982,Computer Vision;Cybersecurity;Databases;Investing;Painting
983,Pooja_983,C++;Computer Vision;Deep Learning;Mathematics;Physics
984,Kunal_984,Cloud;Competitive Programming;Cybersecurity;Music;NLP
985,Karan_985,Compilers;Data Structures;Databases;Finance;Go;NLP;Physics;Swimming
986,Shreya_986,Chemistry;Gaming;Go;Python;Rust;Swimming;Writing
987,Kavya_987,Chemistry;Cloud;Competitive Programming;Frontend;NLP;Operating Systems
988,Ravi_988,Competitive Programming;Cybersecurity;Economics;Mathematics;Operating Systems
989,Kavya_989,Algorithms;Cricket;Java;Mathematics;Reading
990,Shreya_990,Gaming;Hiking;Music;Networking;Python;Rust
991,Arjun_991,Computer Vision;DevOps;Go;Java;Mathematics;Operating Systems;Physics
992,Harsh_992,Go;JavaScript;Operating Systems;Painting;Swimming
993,Rahul_993,Competitive Programming;Gaming;Hiking;Java;JavaScript;Painting;Reading
994,Pooja_994,Compilers;Computer Vision;Databases;Gaming;Writing
995,Divya_995,DevOps;Finance;Football;Graph Theory;Java
996,Nikhil_996,Chemistry;DevOps;Frontend;Hiking;Investing
997,Amit_997,Algorithms;Cricket;Databases;Java;Mathematics;Rust
998,Simran_998,Biology;Compilers;Football;Gaming;Investing;Operating Systems
999,Pooja_999,Competitive Programming;Computer Vision;Graph Theory;Photography;Physics
